agent,bytes,clientip,extension,geo.coordinates,geo.dest,geo.src,geo.srcdest,hour_of_day,ip,machine.os,machine.ram,memory,message,phpmemory,referer,request,response,url,utc_time
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"1,897",117.214.211.68,,"{
  ""lat"": 34.34722167,
  ""lon"": -119.061215
}",NG,CN,CN:NG,6,117.214.211.68,win xp,"8,589,934,592",,"117.214.211.68 - - [2018-08-04T06:18:18.007Z] ""GET /beats/metricbeat HTTP/1.1"" 200 1897 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/henry-hartsfield,/beats/metricbeat,200,https://www.elastic.co/downloads/beats/metricbeat,"August 4th 2018, 06:18:18.007"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","9,417",186.81.116.110,gz,"{
  ""lat"": 39.72870694,
  ""lon"": -92.464455
}",US,CN,CN:US,6,186.81.116.110,win xp,"19,327,352,832",,"186.81.116.110 - - [2018-08-04T06:17:37.555Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 9417 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://www.elastic-elastic-elastic.com/success/yuri-malenchenko,/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz,200,https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz,"August 4th 2018, 06:17:37.555"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"4,054",16.241.165.21,zip,"{
  ""lat"": 37.06447222,
  ""lon"": -89.21961111
}",CN,CN,CN:CN,6,16.241.165.21,win xp,"15,032,385,536",,"16.241.165.21 - - [2018-08-04T06:12:11.368Z] ""GET /kibana/kibana-6.3.2-windows-x86_64.zip HTTP/1.1"" 200 4054 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/success/james-p-bagian,/kibana/kibana-6.3.2-windows-x86_64.zip,200,https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-windows-x86_64.zip,"August 4th 2018, 06:12:11.368"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"8,899",97.242.45.199,,"{
  ""lat"": 41.36276778,
  ""lon"": -94.02106194
}",ET,DZ,DZ:ET,6,97.242.45.199,win 8,"6,442,450,944",,"97.242.45.199 - - [2018-08-04T06:08:51.504Z] ""GET /elasticsearch HTTP/1.1"" 200 8899 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://facebook.com/success/janet-l-kavandi,/elasticsearch,200,https://www.elastic.co/downloads/elasticsearch,"August 4th 2018, 06:08:51.504"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"5,875",232.250.232.248,,"{
  ""lat"": 38.78539722,
  ""lon"": -108.0636611
}",BG,IN,IN:BG,6,232.250.232.248,win 7,"32,212,254,720",,"232.250.232.248 - - [2018-08-04T06:00:23.305Z] ""GET / HTTP/1.1"" 200 5875 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://nytimes.com/success/vasili-tsibliyev,/,200,https://www.elastic.co/downloads,"August 4th 2018, 06:00:23.305"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"4,395",52.244.4.148,deb,"{
  ""lat"": 44.40416667,
  ""lon"": -118.9625
}",IN,NG,NG:IN,5,52.244.4.148,win xp,"18,253,611,008",,"52.244.4.148 - - [2018-08-04T05:56:10.490Z] ""GET /beats/metricbeat/metricbeat-6.3.2-amd64.deb HTTP/1.1"" 200 4395 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/error/mikhail-korniyenko,/beats/metricbeat/metricbeat-6.3.2-amd64.deb,200,https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb,"August 4th 2018, 05:56:10.490"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","5,067",58.43.151.223,,"{
  ""lat"": 44.82724111,
  ""lon"": -93.45714639
}",BR,BD,BD:BR,5,58.43.151.223,win 7,"4,294,967,296",,"58.43.151.223 - - [2018-08-04T05:41:19.589Z] ""GET /beats HTTP/1.1"" 200 5067 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/success/brewster-shaw,/beats,200,https://www.elastic.co/downloads/beats,"August 4th 2018, 05:41:19.589"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"8,100",184.0.152.233,,"{
  ""lat"": 32.89376972,
  ""lon"": -81.96511583
}",SA,VE,VE:SA,5,184.0.152.233,win xp,"2,147,483,648","324,000","184.0.152.233 - - [2018-08-04T05:36:43.174Z] ""GET /people/type:astronauts/name:virgil-i-gus-grissom/profile HTTP/1.1"" 200 8100 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","324,000",http://www.elastic-elastic-elastic.com/success/timothy-peake,/people/type:astronauts/name:virgil-i-gus-grissom/profile,200,https://elastic-elastic-elastic.org/people/type:astronauts/name:virgil-i-gus-grissom/profile,"August 4th 2018, 05:36:43.174"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"2,917",158.238.118.139,css,"{
  ""lat"": 36.37920333,
  ""lon"": -97.79111222
}",IN,US,US:IN,5,158.238.118.139,win 8,"18,253,611,008",,"158.238.118.139 - - [2018-08-04T05:32:22.248Z] ""GET /styles/main.css HTTP/1.1"" 200 2917 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/success/donald-holmquest,/styles/main.css,200,https://cdn.elastic-elastic-elastic.org/styles/main.css,"August 4th 2018, 05:32:22.248"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"1,518",8.106.16.196,gz,"{
  ""lat"": 45.5709275,
  ""lon"": -84.796715
}",DZ,TZ,TZ:DZ,5,8.106.16.196,osx,"21,474,836,480",,"8.106.16.196 - - [2018-08-04T05:13:46.417Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz HTTP/1.1"" 200 1518 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/success/lawrence-j-delucas,/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz,200,https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz,"August 4th 2018, 05:13:46.417"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"5,955",196.183.83.67,css,"{
  ""lat"": 58.42438139,
  ""lon"": -135.7073814
}",KR,MX,MX:KR,5,196.183.83.67,win 7,"13,958,643,712",,"196.183.83.67 - - [2018-08-04T05:04:49.129Z] ""GET /styles/pretty-layout.css HTTP/1.1"" 404 5955 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://facebook.com/warning/michael-foale,/styles/pretty-layout.css,404,https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css,"August 4th 2018, 05:04:49.129"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","4,058",197.186.165.111,,"{
  ""lat"": 26.22850611,
  ""lon"": -97.65439389
}",ET,CG,CG:ET,5,197.186.165.111,win 8,"21,474,836,480",,"197.186.165.111 - - [2018-08-04T05:01:17.530Z] ""GET / HTTP/1.1"" 200 4058 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://www.elastic-elastic-elastic.com/success/terry-hart,/,200,https://www.elastic.co/downloads,"August 4th 2018, 05:01:17.530"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"8,047",150.172.162.146,,"{
  ""lat"": 35.69870944,
  ""lon"": -85.84381722
}",MY,CN,CN:MY,4,150.172.162.146,win 7,"9,663,676,416",,"150.172.162.146 - - [2018-08-04T04:56:19.551Z] ""GET / HTTP/1.1"" 200 8047 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://twitter.com/success/byron-lichtenberg,/,200,https://www.elastic.co/downloads,"August 4th 2018, 04:56:19.551"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"4,352",92.229.41.206,,"{
  ""lat"": 30.57194444,
  ""lon"": -97.44316667
}",CN,RU,RU:CN,1,92.229.41.206,osx,"32,212,254,720",,"92.229.41.206 - - [2018-08-04T01:15:02.127Z] ""GET /beats HTTP/1.1"" 200 4352 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/charles-camarda,/beats,200,https://www.elastic.co/downloads/beats,"August 4th 2018, 01:15:02.127"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","4,619",155.206.194.40,gz,"{
  ""lat"": 39.916995,
  ""lon"": -76.87302611
}",CN,CN,CN:CN,1,155.206.194.40,osx,"18,253,611,008",,"155.206.194.40 - - [2018-08-04T01:00:52.596Z] ""GET /elasticsearch/elasticsearch-6.3.2.tar.gz HTTP/1.1"" 200 4619 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/error/john-lounge,/elasticsearch/elasticsearch-6.3.2.tar.gz,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz,"August 4th 2018, 01:00:52.596"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","8,780",132.186.182.124,,"{
  ""lat"": 57.04713806,
  ""lon"": -135.3615983
}",IN,CN,CN:IN,0,132.186.182.124,ios,"19,327,352,832","351,200","132.186.182.124 - - [2018-08-04T00:17:33.769Z] ""GET /people/type:astronauts/name:william-s-mcarthur/profile HTTP/1.1"" 404 8780 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","351,200",http://www.elastic-elastic-elastic.com/success/daniel-brandenstein,/people/type:astronauts/name:william-s-mcarthur/profile,404,https://elastic-elastic-elastic.org/people/type:astronauts/name:william-s-mcarthur/profile,"August 4th 2018, 00:17:33.769"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","7,443",160.20.100.193,,"{
  ""lat"": 61.17432028,
  ""lon"": -149.9961856
}",RU,UA,UA:RU,21,160.20.100.193,win 8,"13,958,643,712",,"160.20.100.193 - - [2018-08-03T21:15:19.548Z] ""GET /beats/filebeat HTTP/1.1"" 200 7443 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/success/michael-fincke,/beats/filebeat,200,https://www.elastic.co/downloads/beats/filebeat,"August 3rd 2018, 21:15:19.548"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,269,243.233.91.124,,"{
  ""lat"": 39.77194444,
  ""lon"": -94.90970556
}",KE,IN,IN:KE,20,243.233.91.124,osx,"5,368,709,120",,"243.233.91.124 - - [2018-08-03T20:18:45.660Z] ""GET /business-analytics HTTP/1.1"" 200 269 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/vladimir-aksyonov,/business-analytics,200,https://www.elastic.co/solutions/business-analytics,"August 3rd 2018, 20:18:45.660"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","2,038",26.79.15.179,gz,"{
  ""lat"": 36.01822278,
  ""lon"": -75.67128694
}",VN,CN,CN:VN,19,26.79.15.179,win 7,"21,474,836,480",,"26.79.15.179 - - [2018-08-03T19:24:52.570Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz HTTP/1.1"" 200 2038 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://nytimes.com/success/kathryn-sullivan,/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz,200,https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz,"August 3rd 2018, 19:24:52.570"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","4,538",9.92.255.88,css,"{
  ""lat"": 44.9344725,
  ""lon"": -93.05999861
}",NG,CN,CN:NG,18,9.92.255.88,win 8,"7,516,192,768",,"9.92.255.88 - - [2018-08-03T18:58:21.796Z] ""GET /styles/ads.css HTTP/1.1"" 200 4538 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://facebook.com/success/leonid-kadenyuk,/styles/ads.css,200,https://cdn.elastic-elastic-elastic.org/styles/ads.css,"August 3rd 2018, 18:58:21.796"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"1,974",112.106.69.227,gz,"{
  ""lat"": 30.62646944,
  ""lon"": -88.06799861
}",IN,CN,CN:IN,18,112.106.69.227,win xp,"4,294,967,296",,"112.106.69.227 - - [2018-08-03T18:24:19.271Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz HTTP/1.1"" 200 1974 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://twitter.com/success/wang-yaping,/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz,200,https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz,"August 3rd 2018, 18:24:19.271"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","6,879",88.26.38.241,,"{
  ""lat"": 57.95517222,
  ""lon"": -136.2362733
}",IN,CN,CN:IN,18,88.26.38.241,osx,"2,147,483,648",,"88.26.38.241 - - [2018-08-03T18:08:00.775Z] ""GET / HTTP/1.1"" 200 6879 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/success/scott-parazynski,/,200,https://www.elastic.co/downloads,"August 3rd 2018, 18:08:00.775"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,0,23.172.49.99,gz,"{
  ""lat"": 40.49291944,
  ""lon"": -123.5997589
}",ID,PL,PL:ID,17,23.172.49.99,win 7,"5,368,709,120",,"23.172.49.99 - - [2018-08-03T17:55:30.824Z] ""GET /kibana/kibana-6.3.2-darwin-x86_64.tar.gz HTTP/1.1"" 503 0 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/error/john-herrington,/kibana/kibana-6.3.2-darwin-x86_64.tar.gz,503,https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz,"August 3rd 2018, 17:55:30.824"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"5,356",192.198.214.108,gz,"{
  ""lat"": 59.87644778,
  ""lon"": -163.1675583
}",KH,IN,IN:KH,17,192.198.214.108,osx,"6,442,450,944",,"192.198.214.108 - - [2018-08-03T17:49:49.339Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 5356 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://nytimes.com/success/charles-bolden,/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz,200,https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz,"August 3rd 2018, 17:49:49.339"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,565,157.66.46.99,,"{
  ""lat"": 46.01649694,
  ""lon"": -123.9054167
}",NP,CN,CN:NP,17,157.66.46.99,ios,"8,589,934,592",,"157.66.46.99 - - [2018-08-03T17:32:16.404Z] ""GET /business-analytics HTTP/1.1"" 200 565 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://nytimes.com/success/sonny-carter,/business-analytics,200,https://www.elastic.co/solutions/business-analytics,"August 3rd 2018, 17:32:16.404"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,164,112.82.236.207,,"{
  ""lat"": 40.95957778,
  ""lon"": -72.25185056
}",CN,CN,CN:CN,17,112.82.236.207,osx,"2,147,483,648",,"112.82.236.207 - - [2018-08-03T17:31:41.739Z] ""GET /security-analytics HTTP/1.1"" 200 164 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://nytimes.com/error/christer-fuglesang,/security-analytics,200,https://www.elastic.co/solutions/security-analytics,"August 3rd 2018, 17:31:41.739"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","4,552",175.215.242.183,,"{
  ""lat"": 42.56072611,
  ""lon"": -73.83395639
}",US,CN,CN:US,17,175.215.242.183,win 8,"5,368,709,120",,"175.215.242.183 - - [2018-08-03T17:24:43.113Z] ""GET /elasticsearch HTTP/1.1"" 200 4552 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/success/james-p-bagian,/elasticsearch,200,https://www.elastic.co/downloads/elasticsearch,"August 3rd 2018, 17:24:43.113"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","4,685",179.153.116.46,zip,"{
  ""lat"": 40.86525806,
  ""lon"": -97.10931306
}",IT,IN,IN:IT,17,179.153.116.46,ios,"4,294,967,296",,"179.153.116.46 - - [2018-08-03T17:11:18.968Z] ""GET /elasticsearch/elasticsearch-6.3.2.zip HTTP/1.1"" 200 4685 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/success/anthony-w-england,/elasticsearch/elasticsearch-6.3.2.zip,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip,"August 3rd 2018, 17:11:18.968"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"3,119",247.50.93.227,gz,"{
  ""lat"": 36.77394444,
  ""lon"": -90.32484722
}",US,IN,IN:US,17,247.50.93.227,osx,"9,663,676,416",,"247.50.93.227 - - [2018-08-03T17:08:38.706Z] ""GET /kibana/kibana-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 3119 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/daniel-barry,/kibana/kibana-6.3.2-linux-x86_64.tar.gz,200,https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz,"August 3rd 2018, 17:08:38.706"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","9,860",251.250.144.158,gz,"{
  ""lat"": 39.72870694,
  ""lon"": -92.464455
}",IT,IN,IN:IT,17,251.250.144.158,ios,"6,442,450,944",,"251.250.144.158 - - [2018-08-03T17:01:11.333Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz HTTP/1.1"" 200 9860 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://www.elastic-elastic-elastic.com/success/umberto-guidoni,/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz,200,https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz,"August 3rd 2018, 17:01:11.333"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","7,616",231.185.3.235,,"{
  ""lat"": 61.965295,
  ""lon"": -151.1913661
}",IN,BO,BO:IN,16,231.185.3.235,osx,"13,958,643,712",,"231.185.3.235 - - [2018-08-03T16:54:58.604Z] ""GET /beats/filebeat HTTP/1.1"" 200 7616 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://facebook.com/success/edward-gibson,/beats/filebeat,200,https://www.elastic.co/downloads/beats/filebeat,"August 3rd 2018, 16:54:58.604"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,0,107.238.94.231,,"{
  ""lat"": 37.63355556,
  ""lon"": -85.24216667
}",BR,CN,CN:BR,16,107.238.94.231,osx,"9,663,676,416",,"107.238.94.231 - - [2018-08-03T16:52:30.202Z] ""GET /elasticsearch HTTP/1.1"" 503 0 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://nytimes.com/success/liu-wang,/elasticsearch,503,https://www.elastic.co/downloads/elasticsearch,"August 3rd 2018, 16:52:30.202"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","7,755",85.130.95.75,css,"{
  ""lat"": 26.68316194,
  ""lon"": -80.09559417
}",CD,US,US:CD,16,85.130.95.75,win 8,"18,253,611,008",,"85.130.95.75 - - [2018-08-03T16:36:29.881Z] ""GET /styles/ad-blocker.css HTTP/1.1"" 200 7755 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://www.elastic-elastic-elastic.com/warning/gregory-h-johnson,/styles/ad-blocker.css,200,https://cdn.elastic-elastic-elastic.org/styles/ad-blocker.css,"August 3rd 2018, 16:36:29.881"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","3,354",111.58.155.54,,"{
  ""lat"": 31.99071694,
  ""lon"": -93.30739306
}",CN,CN,CN:CN,16,111.58.155.54,win 8,"9,663,676,416",,"111.58.155.54 - - [2018-08-03T16:26:12.645Z] ""GET / HTTP/1.1"" 200 3354 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://nytimes.com/success/ronald-grabe,/,200,https://www.elastic.co/downloads,"August 3rd 2018, 16:26:12.645"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,0,6.63.231.192,,"{
  ""lat"": 40.12916667,
  ""lon"": -91.67833333
}",IN,BR,BR:IN,16,6.63.231.192,osx,"21,474,836,480",,"6.63.231.192 - - [2018-08-03T16:24:33.154Z] ""GET /enterprise HTTP/1.1"" 503 0 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://nytimes.com/warning/yelena-kondakova,/enterprise,503,https://www.elastic.co/downloads/enterprise,"August 3rd 2018, 16:24:33.154"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","7,330",26.150.255.63,,"{
  ""lat"": 34.80997222,
  ""lon"": -82.70288889
}",FR,US,US:FR,16,26.150.255.63,ios,"17,179,869,184",,"26.150.255.63 - - [2018-08-03T16:20:52.802Z] ""GET /elasticsearch HTTP/1.1"" 200 7330 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://facebook.com/error/charles-fullerton,/elasticsearch,200,https://www.elastic.co/downloads/elasticsearch,"August 3rd 2018, 16:20:52.802"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"9,950",245.169.167.67,,"{
  ""lat"": 38.80416667,
  ""lon"": -76.069
}",RW,PK,PK:RW,16,245.169.167.67,osx,"18,253,611,008",,"245.169.167.67 - - [2018-08-03T16:20:11.988Z] ""GET /elasticsearch HTTP/1.1"" 200 9950 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/christopher-loria,/elasticsearch,200,https://www.elastic.co/downloads/elasticsearch,"August 3rd 2018, 16:20:11.988"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"8,200",25.181.253.214,rpm,"{
  ""lat"": 45.87791444,
  ""lon"": -104.5375072
}",IN,IN,IN:IN,16,25.181.253.214,win xp,"13,958,643,712",,"25.181.253.214 - - [2018-08-03T16:17:39.915Z] ""GET /beats/metricbeat/metricbeat-6.3.2-i686.rpm HTTP/1.1"" 200 8200 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/sergei-zalyotin,/beats/metricbeat/metricbeat-6.3.2-i686.rpm,200,https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm,"August 3rd 2018, 16:17:39.915"
